12,1
12,1
12,1
12,1
12,1
12,1
12,2
12,2
12,2
12,2
12,2
12,2
12,3
12,3
12,3
12,3
12,3
12,3
12,104
12,104
12,104
12,104
12,104
12,104
27,1
27,1
27,1
27,1
27,1
27,1
27,2
27,2
27,2
27,2
27,2
27,2
27,3
27,3
27,3
27,3
27,3
27,3
27,104
27,104
27,104
27,104
27,104
27,104
52,1
52,1
52,1
52,1
52,1
52,1
52,2
52,2
52,2
52,2
52,2
52,2
52,3
52,3
52,3
52,3
52,3
52,3
52,104
52,104
52,104
52,104
52,104
52,104
75,1
75,1
75,1
75,1
75,1
75,1
75,2
75,2
75,2
75,2
75,2
75,2
75,3
75,3
75,3
75,3
75,3
75,3
75,104
75,104
75,104
75,104
75,104
75,104
82,1
82,1
82,1
82,1
82,1
82,1
82,2
82,2
82,2
82,2
82,2
82,2
82,3
82,3
82,3
82,3
82,3
82,3
82,104
82,104
82,104
82,104
82,104
82,104
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,2
92,2
92,2
92,2
92,3
92,3
92,3
92,3
92,3
92,3
92,104
92,104
92,104
92,104
92,104
92,104
